fid;number
12303;554
12304;555
12305;556
12306;557
12307;558
12308;559
12309;560
12310;561
12311;562
12312;563
12313;564
12314;565
12315;566
12316;567
12317;568
12318;569
12319;570
12320;571
12321;572
12322;573
12323;574
12324;575
12325;576
12326;577
12327;578
12328;579
12329;580
12485;581
12486;582
12487;583
12488;584
12489;585
12490;586
12491;587
12492;588
12493;589
12494;590
12495;591
12496;592
12497;593
12498;594
12499;595
12500;596
12501;597
12502;598
12503;599
12504;600
12505;601
12506;602
12507;603
12508;604
12509;605
12510;606
12511;607
12512;608
12513;609
12514;610
12515;611
12516;612
12517;613
12672;614
12673;615
12674;616
12675;617
12676;618
12677;619
12678;620
12679;621
12680;622
12681;623
12682;624
12683;625
12684;626
12685;627
12686;628
12687;629
12688;630
12689;631
12690;632
12691;633
12692;634
12693;635
12694;636
12695;637
12696;638
12697;639
12698;640
12699;641
12700;642
12701;643
12862;644
12863;645
12864;646
12865;647
12866;648
12867;649
12868;650
12869;651
12870;652
12871;653
12872;654
12873;655
12874;656
12875;657
12876;658
12877;659
12878;660
12879;661
12880;662
12881;663
12882;664
12883;665
12884;666
12885;667
12886;668
12887;669
12888;670
13056;671
13057;672
13058;673
13059;674
13060;675
13062;676
13063;677
13064;678
13065;679
13066;680
13067;681
13068;682
13069;683
13070;684
13071;685
13072;686
13073;687
13074;688
13244;689
13245;690
13246;691
13247;692
13250;693
13251;694
13252;695
13253;696
13254;697
13255;698
13256;699
13257;700
13258;701
13259;702
13260;703
13261;704
13441;705
13442;706
13443;707
13444;708
13445;709
13446;710
13447;711
13448;712
13629;713
13630;714
13631;715
13632;716
13633;717
13634;718
13818;719
13819;720
13820;721
13821;722
13822;723
14005;724
14006;725
14007;726
14008;727
